InvestigationType,EventDate,Location,Country,Latitude,Longitude,Lethality,InjurySeverity,AircraftDamage,RegistrationNumber,Make,Model,NumberofEngines,EngineType,PurposeofFlight,AirCarrier,TotalFatalInjuries,WeatherCondition,BroadPhaseofFlight
Incident,12/14/01,"Anchorage, AK",United States,61.2180556,-149.9002778,0,Incident,,N825BX,Diamond Aircraft Industries,DC-8-71F,4,Turbo Fan,,Air Transport International,,VMC,TAKEOFF
Accident,11/5/83,"CHALLIS, ID",United States,44.5046445,-114.2317308,1,Fatal,Destroyed,N9006,Davis,DHC-2,1,Reciprocating,Unknown,AIR UNLIMITED,4,VMC,MANEUVERING
Accident,1/13/92,"TEMPLE BAR, AZ",United States,35.9382106,-114.4979675,1,Fatal,Destroyed,N22592,CESSNA,T210L,1,Reciprocating,Unknown,AIR VEGAS,2,VMC,CRUISE
Accident,2/2/82,"NEWBURGH, NY",United States,41.5034271,-74.0104178,1,Fatal,Destroyed,N62481,PIPER,PA-23-250,2,Reciprocating,Unknown,"AIR VENTURES, INC.",1,IMC,APPROACH
Incident,10/6/83,"BURLINGTON, VT",United States,44.4758825,-73.212072,0,Incident,Minor,N96AV,Beech,C99,2,Turbo Prop,Unknown,AIR VERMONT,0,VMC,LANDING
Incident,5/3/89,"MOLINE, IL",United States,41.5067003,-90.5151342,0,Incident,Minor,N511AW,FERRAN,F-27 MK500,2,Turbo Prop,Unknown,AIR WISCONSIN,0,VMC,LANDING
Incident,12/14/08,"Philadelphia, PA",United States,39.9525839,-75.1652215,0,Incident,Minor,N407AW,BOMBARDIER,CL-600-2B19,,,Positioning,AIR WISCONSIN AIRLINES CORPORATION,0,,
Incident,7/20/93,"CHICAGO, IL",United States,41.8781136,-87.6297982,0,Incident,Minor,N611AW,Brantly Helicopter,146-300A,4,Turbo Fan,Unknown,"AIR WISCONSIN, INC. (DBA: UNITED EXPRESS)",0,VMC,TAKEOFF
Incident,8/28/92,"MORTON GROVE, IL",United States,42.0405852,-87.7825621,0,Incident,Minor,N845AX,DOUGLAS,DC-8-61,4,Turbo Fan,Unknown,AIRBORNE EXPRESS INC.,0,VMC,CLIMB
Accident,3/5/92,"FREELAND, MI",United States,43.5250265,-84.1227598,1,Fatal,Destroyed,N69662,CESSNA,414,2,Reciprocating,Unknown,"AIRBORNE FLYING SERVICE, INC.",3,IMC,STANDING
Accident,5/2/11,"Miami Gardens, FL",United States,25.925,-80.260833,1,Fatal,Substantial,N18R,BEECH,E18S,2,Reciprocating,,AIRCAP MANAGEMENT CO INC (DBA: Island Air Service),1,VMC,TAKEOFF
Accident,5/2/11,"Miami Gardens, FL",United States,25.925,-80.260833,1,Fatal,Substantial,N18R,BEECH,E18S,2,Reciprocating,,AIRCAP MANAGEMENT CO INC (DBA: Island Air Service),1,VMC,TAKEOFF
Incident,9/26/89,"GREENSBORO, NC",United States,36.0726354,-79.7919754,0,Incident,,N104BB,Camair,CL-44,4,Turbo Prop,Unknown,"AIRCRAFT MARKETING INC., (DBA: WRANGLER AVIATION)",0,IMC,GO-AROUND
Incident,11/4/03,"Bangor, ME",United States,44.8016128,-68.7712257,0,Incident,Minor,N805TH,Cessna,208B,1,Turbo Prop,,AirNow (DBA: AirNow),,VMC,CRUISE
Accident,7/10/06,"Easton, WA",United States,47.23706,-121.1789787,1,Fatal,Destroyed,N40ST,Piper,PA-31-350,2,Reciprocating,,Airpac Airlines (DBA: Airpac Airlines),1,VMC,CRUISE
Accident,5/6/91,"RAVENSDALE, WA",United States,47.3523235,-121.9837251,1,Fatal,Destroyed,N2859M,PIPER,PA-34-200T,2,Reciprocating,Unknown,"AIRPAC AIRLINES, INC.",1,VMC,DESCENT
Incident,3/1/92,"FORT LAUDERDALE, FL",United States,26.1224386,-80.1373174,0,Incident,Minor,N6786C,CESSNA,402C,2,Reciprocating,Unknown,AIRWAYS INTERNATIONAL,0,VMC,LANDING
Incident,12/31/90,"MARATHON, FL",United States,24.726026,-81.0446262,0,Incident,Minor,N155PB,CESSNA,402C,2,Reciprocating,Unknown,AIRWAYS INTERNATIONAL INC.,0,VMC,LANDING
Incident,4/15/85,"COLLEGE STATION, TX",United States,30.627977,-96.3344068,0,Incident,Minor,N210AW,Day,DHC-7-103,4,Turbo Prop,Unknown,AIRWEST AIRLINES LTD.,0,VMC,CRUISE
Accident,3/9/89,"COVINGTON, KY",United States,39.0836712,-84.5085536,1,Fatal,Destroyed,N3281T,BEECH,BE-18,2,Turbo Prop,Unknown,AJAX LEASING INC (DBA: ACTION AERO CHARTER INC),1,VMC,TAKEOFF
Accident,1/1/86,"KAMUELA, HI",United States,20.0230556,-155.6716667,1,Fatal,Destroyed,N7320K,CESSNA,R172K,1,Reciprocating,Unknown,AL MERRILL (DBA: ANUENUE AVIATION),1,VMC,MANEUVERING
Accident,7/25/84,"ANCHORAGE, AK",United States,61.2180556,-149.9002778,1,Fatal,,N7984Q,CESSNA,401,2,Reciprocating,Unknown,"ALASKA AIR SERVICE, INC.",5,UNK,UNKNOWN
Incident,12/20/08,"Sitka, AK",United States,57.0530556,-135.33,0,Incident,,N771AS,BOEING,737-4Q8,2,Turbo Fan,,Alaska Airlines (DBA: Alaska Airlines),,VMC,STANDING
Accident,3/8/13,"Aleknagik, AK",United States,59.2730556,-158.6177778,1,Fatal,Destroyed,N116AX,BEECH,1900C,2,Turbo Prop,,ALASKA CENTRAL EXPRESS INC (DBA: Alaska Central Express),2,IMC,MANEUVERING
Accident,1/21/10,"Sand Point, AK",United States,55.3397222,-160.4972222,1,Fatal,Substantial,N112AX,BEECH,1900C,2,Turbo Prop,,"Alaska Central Express, Inc.",2,VMC,TAKEOFF
Accident,6/18/82,"NEAR CHINITNA B, AK",United States,61.5158,144.4369,1,Fatal,Destroyed,N4212Q,CESSNA,185F,1,Reciprocating,Unknown,ALASKA NORTH FLYING SERVICE,1,VMC,STANDING
Accident,6/18/82,"NEAR CHINITNA B, AK",United States,61.5158,144.4369,1,Fatal,Destroyed,N4212Q,CESSNA,185F,1,Reciprocating,Unknown,ALASKA NORTH FLYING SERVICE,1,VMC,STANDING
Accident,7/18/18,"Willow, AK",United States,61.7364699,-150.0401619,1,Fatal,Destroyed,N9878R,De Havilland,DHC-2 MK l (L20A),,Reciprocating,,"Alaska Skyways, Inc. (DBA: Regal Air)",1,VMC,TAKEOFF
Accident,7/27/17,"Port Alsworth, AK",United States,60.2025,-154.3127778,1,Fatal,Destroyed,N1749R,CESSNA,U206G,1,Reciprocating,,"Alaska Skyways, Inc. (DBA: Regal Air)",1,UNK,CRUISE
Incident,10/14/05,"Kahului, HI",United States,20.8893351,-156.4729469,0,Incident,Minor,N58267,HOLMES,369D,1,Turbo Shaft,,AlexAir (DBA: Alika Aviation),,VMC,CRUISE
Incident,5/21/08,"Miami, FL",United States,25.7616798,-80.1917902,0,Incident,Minor,EI-UPO,BOEING,MD-11F,3,Turbo Fan,,Alitalia Airlines (DBA: Alitalia),,,LANDING
Accident,6/18/85,"GIBBONSVILLE, ID",United States,45.5526306,-113.924619,1,Fatal,Destroyed,N121A,Maule,M-6-235,1,Reciprocating,Unknown,ALPINE AIR SERVICE,3,VMC,UNKNOWN
Accident,10/31/92,"GRAND JUNCTION, CO",United States,39.0638705,-108.5506486,1,Fatal,Destroyed,N250TJ,PIPER,PA-42,2,Turbo Prop,Unknown,ALPINE AVIATION (DBA: ALPINE AIR),3,VMC,APPROACH
Accident,12/18/90,"EVANSTON, WY",United States,41.2682794,-110.9632373,1,Fatal,Destroyed,N4082H,PIPER,PA-31-350,2,Reciprocating,Unknown,ALPINE AVIATION (DBA: ALPINE AIR),1,IMC,APPROACH
Accident,5/23/08,"Billings, MT",United States,45.7832856,-108.5006904,1,Fatal,Destroyed,N195GA,BEECH,1900C,2,Turbo Prop,,ALPINE AVIATION INC (DBA: Alpine Air Express),1,IMC,TAKEOFF
Accident,2/6/85,"ALTUS, OK",United States,34.637765,-99.3340442,1,Fatal,Destroyed,N5780M,CESSNA,402B,2,Reciprocating,Unknown,"ALTUS AIRLINE, INC.",2,VMC,UNKNOWN
Accident,8/30/02,"Lexington, KY",United States,38.0405837,-84.5037164,1,Fatal,Destroyed,N45CP,FREEMAN,25C,2,Turbo Fan,,"American Air Network, Inc. (DBA: Care Flight International)",1,VMC,LANDING
Accident,2/11/00,"LEWISTON, ID",United States,46.4004089,-117.001189,1,Fatal,Destroyed,N152BK,Mitsubishi,MU-2B-60,2,Turbo Prop,Unknown,AMERICAN CHECK TRANSPORT,1,VMC,APPROACH
Accident,6/24/04,"Vermillion Bay, LA",United States,29.755556,-92.079723,1,Fatal,Destroyed,N5006F,Beech,206-L1,1,Turbo Shaft,,"American Helicopters, Inc.",3,IMC,CRUISE
Accident,6/24/04,"Vermillion Bay, LA",United States,29.755556,-92.079723,1,Fatal,Destroyed,N5006F,Beech,206-L1,1,Turbo Shaft,,"American Helicopters, Inc.",3,IMC,CRUISE
Incident,9/15/93,"TOLEDO, OH",United States,41.6528052,-83.5378674,0,Incident,Minor,N870BX,DOUGLAS,DC-8-63,4,Turbo Jet,Unknown,AMERICAN INTERNATIONAL (DBA: CONNIE KALITTA SERVICES),0,IMC,APPROACH
Accident,11/18/16,"Elko, NV",United States,40.8324211,-115.7631232,1,Fatal,Destroyed,N779MF,PIPER,PA 31T,2,Turbo Prop,,AMERICAN MEDFLIGHT INC,4,VMC,TAKEOFF
Accident,9/15/89,"ONTARIO, CA",United States,34.0633443,-117.6508876,1,Fatal,Destroyed,N70PE,PIPER,PA-31-350,2,Reciprocating,Unknown,AMERIFLIGHT,1,VMC,TAKEOFF
Accident,12/18/12,"Payson, AZ",United States,34.2308684,-111.3251355,1,Fatal,Substantial,N62959,PIPER,PA-31-350,2,Reciprocating,,Ameriflight,1,IMC,
Incident,11/5/92,"MEDFORD, OR",United States,42.3265152,-122.8755949,0,Incident,,N131AF,PIPER,PA-31T-620,2,Turbo Prop,Unknown,AMERIFLIGHT INC.,0,VMC,CRUISE
Accident,3/3/94,"FRAZIER PARK, CA",United States,34.8227556,-118.9448219,1,Fatal,Destroyed,N78DE,PIPER,PA-31-350,2,Reciprocating,Unknown,"AMERIFLIGHT, INC.",1,VMC,CRUISE
Accident,11/16/94,"AVENAL, CA",United States,36.0041223,-120.1290272,1,Fatal,Destroyed,N63995,BEECH,C-99,2,Turbo Prop,Unknown,"AMERIFLIGHT, INC.",1,VMC,CRUISE
Incident,2/24/98,"OAKLAND, CA",United States,37.8043514,-122.2711639,0,Incident,,N20FW,Beech,BE99,2,Turbo Prop,Unknown,"AMERIFLIGHT, INC.",0,VMC,CRUISE
Incident,11/4/09,"Show Low, AZ",United States,34.2542084,-110.0298327,0,Incident,Minor,N330AV,BEECH,C-99,2,Turbo Prop,,"Ameriflight, LLC",,VMC,DESCENT
Accident,8/27/14,"Las Cruces, NM",United States,32.3199396,-106.7636538,1,Fatal,Destroyed,N51RX,CESSNA,421C,2,Reciprocating,,AMIGOS AVIATION INC (DBA: AMIGOS AVIATION INC),4,VMC,STANDING
Incident,9/22/90,"MORRISVILLE, NC",United States,35.823483,-78.8255621,0,Incident,,N619AV,EVERETT,SA 227,2,Turbo Prop,Unknown,"AMR EAGLE, INC",0,VMC,CRUISE
Incident,3/15/85,"MIAMI, FL",United States,25.7616798,-80.1917902,0,Incident,Minor,N55CA,DONALD R. CASPER,DC-6B,4,Reciprocating,Unknown,"APA INTERNATIONAL AIR, S.A.",0,VMC,TAKEOFF
Accident,1/18/91,"PATTERSON, LA",United States,29.6932641,-91.3020502,1,Fatal,Minor,N63130,CESSNA,180K,1,Reciprocating,Unknown,"AQUATIC AVIATION, INC.",1,VMC,STANDING
Accident,3/16/90,"ALMAUTLAK, AK",United States,60.8669444,-162.2730555,1,Fatal,Destroyed,N8290T,PIPER,PA-32-301,1,Reciprocating,Unknown,ARCTIC CIRCLE AIR SERVICE,1,IMC,MANEUVERING
Accident,2/9/89,"FAIRBANKS, AK",United States,64.8377778,-147.7163888,1,Fatal,Destroyed,N756EA,CESSNA,U206G,1,Reciprocating,Unknown,ARCTIC CIRCLE AIR SERVICE INC,1,VMC,CRUISE
Accident,7/13/92,"BETHEL, AK",United States,60.7922222,-161.7558334,1,Fatal,Destroyed,N20086,SCORPION,SC7,2,Turbo Prop,Unknown,ARCTIC CIRCLE AIR SERVICE INC. (DBA: ARCTIC CIRCLE AIR SERVICE INC.),1,VMC,TAKEOFF
Accident,11/11/82,"MIAMI, FL",United States,25.7616798,-80.1917902,1,Fatal,,N707GB,BOEING,707-300,4,Turbo Fan,Unknown,ARROW AIRWAYS,1,VMC,CLIMB
Incident,8/17/15,"Page, AZ",United States,36.9147222,-111.4558333,0,Incident,Minor,N771RT,QUEST,KODIAC 100,1,Turbo Prop,,Arrow West Aviation (DBA: Redtail AViation),,VMC,TAKEOFF
Incident,9/19/16,"Miami, FL",United States,25.7616798,-80.1917902,0,Incident,Minor,P4-AAA,AIRBUS,A320,2,Turbo Fan,,Aruba Airlines,,UNK,TAKEOFF
Incident,1/7/10,"Cincinnati (CVG), OH",United States,39.1018607,-84.5136511,0,Incident,Minor,N803DH,DOUGLAS,DC8,4,Turbo Fan,,ASTAR AIR CARGO INC (DBA: DHL),,,
Incident,7/17/84,"COLUMBIA, MO",United States,38.9517053,-92.3340724,0,Incident,Minor,N492DM,BEECH,C-45H,2,Reciprocating,Unknown,ASTRO AIRWAYS CORP.,0,VMC,APPROACH
Accident,6/28/85,"CHARLOTTE, NC",United States,35.2270869,-80.8431267,1,Fatal,Destroyed,N542TW,PIPER,PA-42,2,Turbo Prop,Unknown,ATLANTA AIR SERVICE,2,VMC,APPROACH
Accident,2/19/88,"HAMILTON TWP., NJ",United States,40.2115109,-74.6796651,1,Fatal,Destroyed,N27400,PIPER,PA-31-325,2,Reciprocating,Unknown,ATLANTIC CITY AIR TAXI,3,IMC,APPROACH
Incident,5/22/02,"Albany, NY",United States,42.6525793,-73.7562317,0,Incident,,N421FJ,DEVRIES,328-300,2,Turbo Fan,,Atlantic Coast Airlines (DBA: Delta Connection),,VMC,DESCENT
Accident,1/7/94,"COLUMBUS, OH",United States,39.9611755,-82.9987942,1,Fatal,Destroyed,N304UE,Israel Aircraft Industries,4101,2,Turbo Prop,Unknown,ATLANTIC COAST AIRLINES (DBA: UNITED EXPRESS),5,IMC,APPROACH
Incident,3/23/93,"ROCHESTER, NY",United States,43.1565779,-77.6088465,0,Incident,Minor,N496UE,Brantly Helicopter,BAE3201,2,Turbo Prop,Unknown,ATLANTIC COAST AIRLINES (DBA: UNITED EXPRESS),0,VMC,CLIMB
Accident,4/9/90,"GADSDEN, AL",United States,34.014264,-86.0066386,1,Fatal,Substantial,N217AS,EMBRAER,EMB-120,2,Turbo Prop,Unknown,ATLANTIC SOUTHEAST,2,VMC,CRUISE
Incident,9/25/10,"John F. Kennedy International Airport, NY",United States,40.64,-73.778334,0,Incident,Minor,N133EV,BOMBARDIER,CL600 2D24,2,Turbo Jet,,Atlantic Southeast Airlines Inc,,VMC,LANDING
Incident,9/25/10,"John F. Kennedy International Airport, NY",United States,40.64,-73.778334,0,Incident,Minor,N133EV,BOMBARDIER,CL600 2D24,2,Turbo Jet,,Atlantic Southeast Airlines Inc,,VMC,LANDING
Incident,10/23/11,"Atlanta, GA",United States,33.7489954,-84.3879824,0,Incident,,N751EV,BOMBARDIER,CL600 2C10,2,Turbo Fan,,ATLANTIC SOUTHEAST AIRLINES INC,,,LANDING
Accident,2/23/19,"Trinity Bay, TX",United States,29.6570826,-94.7691586,1,Fatal,Destroyed,N1217A,Boeing,767,2,Turbo Fan,,Atlas Air,3,,DESCENT
Incident,4/19/97,"MIAMI, FL",United States,25.7616798,-80.1917902,0,Incident,Minor,N639FE,BOEING,747-2R7F,4,Turbo Fan,Unknown,ATLAS AIR,0,VMC,CRUISE
Incident,11/21/13,"Wichita, KS",United States,37.6871761,-97.330053,0,Incident,,N780BA,BOEING,747 - 409LCF,4,Turbo Jet,,"Atlas Air , Inc.",,VMC,
Accident,10/25/02,"Eveleth, MN",United States,47.4624279,-92.5399063,1,Fatal,Destroyed,N41BE,Beech,King Air 100,2,Turbo Prop,,Aviation Charter Inc.,8,IMC,APPROACH
Accident,12/21/97,"COLO SPRINGS, CO",United States,38.8338816,-104.8213634,1,Fatal,Destroyed,N100BE,Beech,A100,2,Turbo Prop,Unknown,"AVIATION CHARTER, INC.",2,IMC,GO-AROUND
Accident,8/11/84,"MEMPHIS, TN",United States,35.1495343,-90.0489801,1,Fatal,Destroyed,N70003,DON SHOWALTER,DC3C-S1C3G,2,Reciprocating,Unknown,"AVIATION ENTERPRISES,INC.",3,VMC,TAKEOFF
Incident,12/23/88,"ROSWELL, NM",United States,33.3942655,-104.5230242,0,Incident,Minor,N59217,CESSNA,210L,1,Reciprocating,Unknown,"B & M ENTERPRISES, INC. (DBA: NEW MEXICO FLYING SERVICE)",0,VMC,CRUISE
Accident,11/16/00,"Cambridge, ID",United States,44.5726619,-116.6759918,1,Fatal,Destroyed,N8529Q,Cessna,U206F,1,Reciprocating,,Baker Aircraft Service,2,VMC,MANEUVERING
Accident,11/8/92,"KIANA, AK",United States,66.9705861,-160.4397437,1,Fatal,Destroyed,N67941,CESSNA,402C,2,Reciprocating,Unknown,BAKER AVIATION INC.,3,IMC,CRUISE
Accident,9/21/82,"NEAR KOTZEBUE, AK",United States,66.8983333,-162.5966666,1,Fatal,,N5331X,CESSNA,U206 G,1,Reciprocating,Unknown,"BAKER AVIATION, INC.",4,VMC,CRUISE
Incident,2/6/85,"PUTNAM, CT",United States,41.9046012,-71.8689917,0,Incident,Minor,N200TC,Beech,BE-99,2,Turbo Prop,Unknown,"BAR HARBOR AIRWAYS, INC.",0,IMC,TAKEOFF
Accident,11/16/91,"DESTIN, FL",United States,30.3935337,-86.4957833,1,Fatal,Substantial,N951FE,CESSNA,208B,1,Turbo Prop,Unknown,BARON AVIATION SERVICES INC.,1,IMC,APPROACH
Accident,3/5/98,"CLARKSVILLE, TN",United States,36.5297706,-87.3594528,1,Fatal,Destroyed,N840FE,Cessna,208B,1,Turbo Prop,Unknown,BARON AVIATION SERVICES INC. (DBA: FEDERAL EXPRESS),1,IMC,CRUISE
Accident,11/6/12,"Wichita, KS",United States,37.6871761,-97.330053,1,Fatal,Substantial,N793FE,CESSNA,208B,1,Turbo Prop,,"Baron Aviation Services, Incorporated",1,VMC,CLIMB
Incident,5/13/85,"CAPE SIMPSON, AK",United States,70.9891667,-154.5725001,0,Incident,Minor,N9943M,CESSNA,207A,1,Reciprocating,Unknown,BARROW AIR (DBA: BARROW AIR),0,VMC,CRUISE
Accident,4/17/92,"HAMBURG, PA",United States,40.5556484,-75.9818772,1,Fatal,Destroyed,N62774,PIPER,PA-23-250,2,Reciprocating,Unknown,"BASCO FLYING SERVICE, INC.",4,IMC,GO-AROUND
Accident,12/1/82,"DOUGLASSVILLE, PA",United States,40.2581117,-75.7262916,1,Fatal,Destroyed,N32750,PIPER,PA-32-260,1,Reciprocating,Unknown,"BASCO FLYING SERVICE, INC.",3,IMC,GO-AROUND
Incident,3/25/82,"KALAMAZO, MI",United States,42.2917069,-85.5872286,0,Incident,Minor,N20HR,BEECH,65-88,2,Reciprocating,Unknown,BASLER AIRLINES,0,VMC,APPROACH
Incident,12/3/87,"VICKSBURG, MS",United States,32.3526456,-90.877882,0,Incident,Minor,N3012W,BEECH,58,2,Reciprocating,Unknown,"BATON ROUGE AIR CHARTER, INC.",0,VMC,LANDING
Accident,7/24/82,"11NM EAST OF SI, AK",United States,64.2008413,-149.4936733,1,Fatal,Destroyed,N9682Q,CESSNA,A185F,1,Reciprocating,Unknown,BELLAIR,4,VMC,CRUISE
Accident,6/14/04,"Kodiak, AK",United States,57.79,-152.4072221,1,Fatal,Destroyed,N401CK,BEECH,C-45H,2,Turbo Prop,,BELLAIR INC,1,IMC,GO-AROUND
Incident,11/9/12,"Minneapolis, MN",United States,44.977753,-93.2650108,0,Incident,Minor,N619BA,FAIRCHILD,SA227-AC,2,Turbo Prop,,BEMIDJI AVIATION SERVICES INC (DBA: BEMIDJI AVIATION SERVICES INC),,VMC,LANDING
Incident,12/11/13,"Eau Claire, WI",United States,44.811349,-91.4984941,0,Incident,Minor,N60BA,BEECH,E90,2,Turbo Prop,,"Bemidji Aviation Services, Inc.",,VMC,
Accident,12/10/87,"AMBLER, AK",United States,67.0861111,-157.8513888,1,Fatal,Substantial,N9979M,CESSNA,207A,1,Reciprocating,Unknown,"BERING AIR, INC.",1,IMC,CRUISE
Accident,8/25/00,"Hilo, HI",United States,19.7241106,-155.0868193,1,Fatal,Substantial,N923BA,PETRIK,PA-31-350,2,Reciprocating,Unknown,"Big Island Air, Inc. (DBA: Big Island Air, Inc.)",1,VMC,CRUISE
Incident,11/16/82,"HUNTSVILLE, AL",United States,34.7303688,-86.5861037,0,Incident,Minor,N5BA,BEECH,G18S,2,Reciprocating,Unknown,BO-S-AIRE,0,VMC,DESCENT
Accident,8/28/91,"WALTON, OR",United States,44.0306767,-123.5853798,1,Fatal,Destroyed,N64SF,AEROSPATIALE,350 B1,1,Turbo Shaft,Unknown,BOHEMIA INC.,3,VMC,MANEUVERING
Accident,2/9/89,"CLEVELAND, OH",United States,41.49932,-81.6943605,1,Fatal,Destroyed,N6269Q,CESSNA,310Q,2,Reciprocating,Unknown,BOWMAN AVIATION,1,VMC,DESCENT
Accident,1/12/89,"TIPP CITY, OH",United States,39.9583892,-84.1721638,1,Fatal,Destroyed,CGDOV,Hammack,HS.748 SERIES 2A,2,Turbo Prop,Unknown,"BRADLEY AIR SERVICE, LTD",2,IMC,TAKEOFF
Accident,8/21/10,"Katmai National Park, AK",United States,58.974167,-153.430556,1,Fatal,Substantial,N9313Z,DEHAVILLAND,DHC-2,1,Reciprocating,,Branch River Air Service,4,VMC,UNKNOWN
Accident,8/21/10,"Katmai National Park, AK",United States,58.974167,-153.430556,1,Fatal,Substantial,N9313Z,DEHAVILLAND,DHC-2,1,Reciprocating,,Branch River Air Service,4,VMC,UNKNOWN
Incident,11/4/09,"Dulles International Airport, VA",United States,38.9475,-77.46,0,Incident,Minor,G-BNWY,BOEING,767,2,,,British Airways PLC (DBA: Brithish Airways),,VMC,TAXI
Incident,11/4/09,"Dulles International Airport, VA",United States,38.9475,-77.46,0,Incident,Minor,G-BNWY,BOEING,767,2,,,British Airways PLC (DBA: Brithish Airways),,VMC,TAXI
Incident,3/20/85,"CHAMPAIGN, IL",United States,40.1164204,-88.2433829,0,Incident,Minor,N386BA,Eurocopter France,F-27,2,Turbo Prop,Unknown,BRITT AIRLINES,0,VMC,STANDING
Incident,1/4/85,"ST. LOUIS, MO",United States,38.6270025,-90.1994042,0,Incident,,N322BA,STRIPLIN,SA226TC,2,Turbo Prop,Unknown,BRITT AIRWAYS,0,VMC,CRUISE
Accident,10/12/91,"BRIDGEPORT, CT",United States,41.1792258,-73.1894384,1,Fatal,Minor,N25811,AEROSPATIALE,ATR-42-320,2,Turbo Prop,Unknown,BRITT AIRWAYS (DBA: CONTINENTAL EXPRESS),1,VMC,STANDING
Incident,4/11/88,"BLOOMINGTON, IL",United States,40.4842027,-88.9936873,0,Incident,,N332BA,Europa Aviation Inc,SA-226-TC,2,Turbo Prop,Unknown,BRITT AIRWAYS (DBA: CONTINENTAL EXPRESS),0,VMC,CRUISE
Incident,3/9/82,"SOUTH BEND, IN",United States,41.6763545,-86.2519898,0,Incident,Minor,N323BA,SWEARINGEN,SA-266TC,2,Turbo Prop,Unknown,"BRITT AIRWAYS, INC",0,UNK,MANEUVERING
Incident,2/22/84,"CHAMPAIGN, IL",United States,40.1164204,-88.2433829,0,Incident,Minor,N313BA,BEECH,99,2,Turbo Prop,Unknown,"BRITT AIRWAYS, INC.",0,VMC,APPROACH
Incident,2/13/85,"BERKELEY, MO",United States,38.7544952,-90.3312256,0,Incident,,N328BA,Strother,SA-226-TC,2,Turbo Prop,Unknown,"BRITT AIRWAYS, INC.",0,VMC,APPROACH
Incident,6/22/88,"CHICAGO, IL",United States,41.8781136,-87.6297982,0,Incident,,N329BA,Sukhoi,SA226-TC,2,Turbo Prop,Unknown,"BRITT AIRWAYS, INC.",0,VMC,TAKEOFF
Accident,1/29/90,"WILLISTON, VT",United States,44.4454432,-73.099194,1,Fatal,Destroyed,N4688B,CESSNA,208B,1,Turbo Prop,Unknown,"BUSINESS AIR, INC.",2,IMC,TAKEOFF
Incident,1/2/84,"TETERBORO, NJ",United States,40.8598219,-74.0593075,0,Incident,Minor,N322CS,LET,1329-25,4,Turbo Fan,Unknown,BUSINESS JET AIRLINE (BJAA),0,VMC,APPROACH
Accident,2/9/07,"Great Bend, KS",United States,38.3644567,-98.7648073,1,Fatal,Destroyed,N45GM,Beech,H-18,2,Reciprocating,,BYGONE AVIATION LLC,1,IMC,GO-AROUND
Accident,8/27/02,"KODIAK, AK",United States,57.79,-152.4072221,1,Fatal,Substantial,N7300R,CESSNA,A185F,1,Reciprocating,,C-AIR,2,VMC,APPROACH
Accident,7/29/16,"McKinleyville, CA",United States,40.9465152,-124.1006205,1,Fatal,Destroyed,N661TC,PIPER,PA-31T,2,Turbo Prop,,Cal-Ore Life Flight,4,IMC,CLIMB
Accident,1/16/87,"CIMA, CA",United States,35.2377644,-115.4991602,1,Fatal,Destroyed,N9613F,CESSNA,208,1,Turbo Prop,Unknown,CALIFORNIA AIR CHARTER,1,VMC,CRUISE
Accident,9/18/91,"BELVEDERE CTR, VT",United States,44.7500603,-72.6964687,1,Fatal,Destroyed,CFICA,Cone,CV-580,2,Turbo Prop,Unknown,CANAIR CARGO LTD,2,VMC,CRUISE
Accident,1/26/94,"NEWTOWN, OH",United States,39.1245047,-84.361606,1,Fatal,Destroyed,N555AC,BEECH,BE-58,2,Reciprocating,Unknown,CAPE CENTRAL AIRWAYS,1,IMC,CLIMB
Incident,11/22/88,"DEADHORSE, AK",United States,70.2001996,-148.4597191,0,Incident,,N20752,CESSNA,A185F,1,Reciprocating,Unknown,CAPE SMYTHE AIR SERVICE,0,VMC,CRUISE
Accident,9/18/00,"NUIQSUT, AK",United States,70.2175,-150.976389,1,Fatal,Destroyed,N220CS,Piper,PA-31T3,2,Turbo Prop,,CAPE SMYTHE AIR SERVICE INC.,5,VMC,LANDING
Incident,11/1/82,"BARROW, AK",United States,71.2905556,-156.788611,0,Incident,Minor,N50DA,SHORT BROS.,SC7 SERIES 3,2,Turbo Prop,Unknown,CAPE SMYTHE AIR SERVICE INC.,0,VMC,APPROACH
Accident,2/27/83,"BROOKSVILLE, FL",United States,28.5552719,-82.3878709,1,Fatal,Destroyed,N28216,Piper,PA-32-301,1,Reciprocating,Unknown,CAPITAL AVIATION SERVICES,2,VMC,DESCENT
Incident,10/8/97,"ORLANDO, FL",United States,28.5383355,-81.3792365,0,Incident,Minor,N486JB,Beech,18 [C-45H],2,Reciprocating,Unknown,CARIB-AIR CARGO INC,0,VMC,LANDING
Incident,1/7/85,"MIAMI, FL",United States,25.7616798,-80.1917902,0,Incident,Minor,N60SA,CESSNA,C-402,2,Reciprocating,Unknown,CARIBBEAN EXPRESS,0,VMC,TAKEOFF
Accident,11/5/88,"MONOGHAN, PA",United States,40.1277252,-76.9527836,1,Fatal,Destroyed,N91036,CESSNA,207,1,Reciprocating,Unknown,CARROLL AIR INC (DBA: SAME),1,IMC,CRUISE
Incident,3/30/84,"PARKERSBURG, WV",United States,39.2667418,-81.5615135,0,Incident,,N2827U,PIPER,PA-34-200T,2,Reciprocating,,CARROLL'S AIR CHARTER SERVICE,2,VMC,TAXI
Incident,6/4/84,"SPOKANE, WA",United States,47.6587802,-117.4260465,0,Incident,Minor,N123CZ,BEECH,1900C,2,Turbo Prop,Unknown,CASCADE AIRWAYS,0,IMC,TAKEOFF
